request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_216,510.81,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-15. None of the available options keeps the USD 1800 minimum protected.
request_217,719.66,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-05-21. None of the available options keeps the ZAR 26800 minimum protected.
request_218,25136901.08,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-10-06. None of the available options keeps the IDR 34477200 minimum protected.
request_219,790.08,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-14,reduce_to:event_20157:26.5,"With spending changes (reduce_to:event_20157:26.5), use 3 installments of EUR 580.01, starting 2026-04-07. This leaves at least EUR 1100 available."
request_220,34.62,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-07-03. None of the available options keeps the EUR 1100 minimum protected.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 today. This leaves at least INR 81500 available over the next 90 days.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 today. This leaves at least ZAR 27300 available over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today. This leaves at least EUR 800 available over the next 90 days.
request_224,4540214.44,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-03-16. None of the available options keeps the IDR 22187600 minimum protected.
request_225,5142792.96,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-21. None of the available options keeps the IDR 17670700 minimum protected.
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay INR 157000 today. This leaves at least INR 209400 available over the next 90 days.
request_227,6919.82,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-20. None of the available options keeps the INR 62900 minimum protected.
request_228,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-04-30. None of the available options keeps the IDR 26191200 minimum protected.
request_229,287.34,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-05-23. None of the available options keeps the EUR 1000 minimum protected.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Pay EUR 3537.6 today. This leaves at least EUR 2000 available over the next 90 days.
request_231,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-17. None of the available options keeps the ZAR 24300 minimum protected.
request_232,452.26,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-08-15. None of the available options keeps the EUR 2400 minimum protected.
request_233,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-12-17. None of the available options keeps the IDR 10365700 minimum protected.
request_234,229.31,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-15. None of the available options keeps the EUR 700 minimum protected.
request_235,785.97,affordable_with_plan,full_payment,2024-09-06:967.2,,reduce_to:event_21621:16|stop:event_21619|stop:event_21620,"Adjust 3 flexible expenses (reduce_to:event_21621:16;stop:event_21619;stop:event_21620), then pay USD 967.2 today. This leaves at least USD 700 available."
request_236,5213654.7,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-23. None of the available options keeps the IDR 16768600 minimum protected.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 today. This leaves at least IDR 22431500 available over the next 90 days.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. This leaves at least USD 700 available."
request_239,109.04,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-05-24. None of the available options keeps the USD 600 minimum protected.
request_240,12826.07,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-20. None of the available options keeps the INR 52800 minimum protected.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7298026.67, starting 2024-03-17. This leaves at least IDR 19252000 available."
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. None of the available options keeps the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today. This leaves at least ZAR 19900 available over the next 90 days.
request_244,28345.96,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-07-16. None of the available options keeps the ZAR 45900 minimum protected.
request_245,14471.51,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-15. None of the available options keeps the INR 94600 minimum protected.
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22216.48, starting 2026-04-03. This leaves at least ZAR 39300 available."
request_247,687.03,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-11-08. None of the available options keeps the EUR 1300 minimum protected.
request_248,1019.43,affordable_with_plan,partial_payment,2025-02-07:1019.43|2025-04-18:946.17,2025-04-18,none,Pay USD 1019.43 today and the remaining USD 946.17 on 2025-04-18. This completes the full request and keeps the USD 1300 minimum protected.
request_249,140,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-15. None of the available options keeps the USD 600 minimum protected.
request_250,17404.9,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-01-18. None of the available options keeps the ZAR 35300 minimum protected.
request_251,1513.6,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-06. None of the available options keeps the EUR 1300 minimum protected.
request_252,5136239.47,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-15. None of the available options keeps the IDR 15152200 minimum protected.
request_253,134.46,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-06-01. None of the available options keeps the EUR 2300 minimum protected.
request_254,683.91,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-10-15. None of the available options keeps the USD 2500 minimum protected.
request_255,2906749.86,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-06-15. None of the available options keeps the IDR 9813900 minimum protected.
request_256,176155.56,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-14,none,"Use 3 installments of INR 75816, starting 2024-06-10. This leaves at least INR 168600 available."
request_257,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-15. None of the available options keeps the USD 1600 minimum protected.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay USD 1113.6 today. This leaves at least USD 500 available over the next 90 days.
request_259,169.98,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-11-15. None of the available options keeps the EUR 600 minimum protected.
request_260,3428380.17,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-04-18. None of the available options keeps the IDR 20727700 minimum protected.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 today. This leaves at least EUR 1500 available over the next 90 days.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 today. This leaves at least IDR 31018500 available over the next 90 days.
request_263,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-15. None of the available options keeps the ZAR 24100 minimum protected.
request_264,22303.18,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-06-15. None of the available options keeps the INR 59500 minimum protected.
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay INR 45970 today. This leaves at least INR 189700 available over the next 90 days.
request_266,49.41,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-10-03. None of the available options keeps the EUR 900 minimum protected.
request_267,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-17. None of the available options keeps the EUR 1500 minimum protected.
request_268,1017.2,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-16,reduce_to:event_24706:39.5,"With spending changes (reduce_to:event_24706:39.5), use 3 installments of EUR 841.22, starting 2024-06-14. This leaves at least EUR 1400 available."
request_269,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-02. None of the available options keeps the ZAR 23100 minimum protected.
request_270,129.47,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-08-30. None of the available options keeps the USD 1400 minimum protected.
request_271,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-11-15. None of the available options keeps the INR 58200 minimum protected.
request_272,5528228.7,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-18,none,"Use 3 installments of IDR 4709466.67, starting 2025-02-12. This leaves at least IDR 7508600 available."
request_273,10756514.78,affordable_with_plan,partial_payment,2026-04-07:10756514.78|2026-04-15:5104485.22,2026-04-15,none,Pay IDR 10756514.78 today and the remaining IDR 5104485.22 on 2026-04-15. This completes the full request and keeps the IDR 18774600 minimum protected.
request_274,162.73,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-11. None of the available options keeps the EUR 1800 minimum protected.
request_275,10749424.2,affordable_later,wait,2025-07-17:15884000,2025-07-17,none,Pay IDR 15884000 in full on 2025-07-17. Paying earlier would take the balance below the IDR 12760100 minimum.
